Year,Team,Player,Pos,Ht_in,Wt,Birth_Date,Birth,Exp,College
2017,MIN,Brandon Rush,SG,78.00,220,July 7 1985,us US,8,Kansas
2017,MIN,Lance Stephenson,SG,78.00,230,September 5 1990,us US,6,Cincinnati
2018,MIN,Shabazz Muhammad,SF,78.00,223,November 13 1992,us US,4,UCLA
2020,MIN,Jarrett Culver,SG,78.00,195,February 20 1999,us US,R,Texas Tech
2021,MIN,Jarrett Culver,SG,78.00,195,February 20 1999,us US,1,Texas Tech
2023,MIN,A.J. Lawson,SG,78.00,179,July 15 2000,ca CA,R,South Carolina
2023,MIN,Taurean Prince,PF,78.00,218,March 22 1994,us US,6,Baylor
2023,MIN,Matt Ryan,SF,78.00,215,April 17 1997,us US,1,Notre Dame Vanderbilt Chattanooga
2024,MIN,Troy Brown Jr.,SF,78.00,215,July 28 1999,us US,5,Oregon
2002,MEM,Nick Anderson,SG,78.00,205,January 20 1968,us US,12,Illinois
2005,MEM,Dahntay Jones,SG,78.00,225,December 27 1980,us US,1,Rutgers University Duke
2017,BRK,Joe Harris,SG,78.00,220,6-Sep-91,us US,2,Virginia
2017,BRK,Rondae Hollis-Jefferson,SF,78.00,217,3-Jan-95,us US,1,Arizona
2017,BRK,Caris LeVert,SF,78.00,205,25-Aug-94,us US,R,Michigan
2017,BRK,K.J. McDaniels,SF,78.00,205,9-Feb-93,us US,2,Clemson
2017,BRK,Greivis Vasquez,PG,78.00,217,16-Jan-87,ve VE,6,Maryland
2018,BRK,DeMarre Carroll,PF,78.00,215,27-Jul-86,us US,8,"Vanderbilt, Missouri"
2018,BRK,Joe Harris,SG,78.00,220,6-Sep-91,us US,3,Virginia
2018,BRK,Rondae Hollis-Jefferson,SF,78.00,217,3-Jan-95,us US,2,Arizona
2018,BRK,Caris LeVert,SF,78.00,205,25-Aug-94,us US,1,Michigan
2018,BRK,Nik Stauskas,SG,78.00,205,7-Oct-93,ca CA,3,Michigan
2018,BRK,Rashad Vaughn,SG,78.00,202,16-Aug-96,us US,2,UNLV
2021,BRK,Joe Harris,SF,78.00,220,6-Sep-91,us US,6,Virginia
2021,BRK,Caris LeVert,SG,78.00,205,25-Aug-94,us US,4,Michigan
2021,BRK,Taurean Prince,PF,78.00,218,22-Mar-94,us US,4,Baylor
2024,BRK,Mikal Bridges,SF,78.00,209,30-Aug-96,us US,5,Villanova
2015,CHO,P.J. Hairston,SG,78.00,230,24-Dec-92,us US,R,UNC
2015,CHO,Michael Kidd-Gilchrist,SF,78.00,232,26-Sep-93,us US,2,Kentucky
2015,CHO,Lance Stephenson,SG,78.00,230,5-Sep-90,us US,4,Cincinnati
2018,CHO,Dwayne Bacon,SG,78.00,221,30-Aug-95,us US,R,Florida State
2018,CHO,Michael Kidd-Gilchrist,SF,78.00,232,26-Sep-93,us US,5,Kentucky
2018,CHO,Julyan Stone,SG,78.00,200,7-Dec-88,us US,3,Texas-El Paso
2021,CHO,Nate Darling,SG,78.00,200,30-Aug-98,ca CA,R,"UAB, University of Delaware"
2024,CHO,Grant Williams,PF,78.00,236,30-Nov-98,us US,4,Tennessee
1981,DET,Keith Herron,SG,78.00,195,14-Jun-56,us US,1,Villanova
1982,DET,Jeff Judkins,SF,78.00,185,23-Mar-56,us US,3,Utah
1982,DET,Kelly Tripucka,SF,78.00,220,16-Feb-59,us US,R,Notre Dame
1984,DET,Kelly Tripucka,SF,78.00,220,16-Feb-59,us US,2,Notre Dame
1985,DET,Kelly Tripucka,SF,78.00,220,16-Feb-59,us US,3,Notre Dame
1988,DET,Ralph Lewis,SG,78.00,200,28-Mar-63,us US,R,La Salle
1991,DET,Mark Aguirre,SF,78.00,232,10-Dec-59,us US,9,DePaul
1994,DET,Allan Houston,SG,78.00,200,20-Apr-71,us US,R,Tennessee
1998,DET,Jerry Stackhouse,SG,78.00,218,5-Nov-74,us US,2,UNC
2000,DET,Jud Buechler,SF,78.00,220,19-Jun-68,us US,9,Arizona
2000,DET,Jerry Stackhouse,SG,78.00,218,5-Nov-74,us US,4,UNC
2001,DET,Jud Buechler,SF,78.00,220,19-Jun-68,us US,10,Arizona
2001,DET,Jerry Stackhouse,SG,78.00,218,5-Nov-74,us US,5,UNC
2004,DET,Richard Hamilton,SG,78.00,185,14-Feb-78,us US,4,UConn
2007,DET,Carlos Delfino,SG,78.00,230,29-Aug-82,ar AR,2,
2007,DET,Richard Hamilton,SG,78.00,185,14-Feb-78,us US,7,UConn
2010,DET,Richard Hamilton,SG,78.00,185,14-Feb-78,us US,10,UConn
2013,DET,Kim English,SG,78.00,200,24-Sep-88,us US,R,Missouri
2013,DET,Corey Maggette,SF,78.00,218,12-Nov-79,us US,13,Duke
2016,DET,Reggie Bullock,SF,78.00,205,16-Mar-91,us US,2,UNC
2016,DET,Darrun Hilliard,SG,78.00,205,13-Apr-93,us US,R,Villanova
2016,DET,Stanley Johnson,SF,78.00,242,29-May-96,us US,R,Arizona
2017,DET,Reggie Bullock,SF,78.00,205,16-Mar-91,us US,3,UNC
2017,DET,Darrun Hilliard,SG,78.00,205,13-Apr-93,us US,1,Villanova
2017,DET,Stanley Johnson,SF,78.00,242,29-May-96,us US,1,Arizona
2019,DET,Reggie Bullock,SG,78.00,205,16-Mar-91,us US,5,UNC
2019,DET,Stanley Johnson,SF,78.00,242,29-May-96,us US,3,Arizona
2019,DET,Glenn Robinson III,SF,78.00,222,8-Jan-94,us US,4,Michigan
2020,DET,Tony Snell,SF,78.00,213,10-Nov-91,us US,6,New Mexico
2023,DET,Buddy Boeheim,SF,78.00,205,11-Nov-99,us US,R,Syracuse
2023,DET,Alec Burks,SG,78.00,214,20-Jul-91,us US,11,Colorado
2023,DET,Cade Cunningham,PG,78.00,220,25-Sep-01,us US,1,Oklahoma State
2023,DET,Jared Rhoden,SG,78.00,210,27-Aug-99,us US,R,Seton Hall
2023,DET,Stanley Umude,SG,78.00,210,12-Apr-99,us US,R,"South Dakota, Arkansas"
1981,KCK,Ernie Grunfeld,SF,78.00,210,24-Apr-55,ro RO,3,Tennessee
1981,KCK,Reggie King,PF,78.00,225,14-Feb-57,us US,1,Alabama
1981,KCK,Frankie Sanders,SF,78.00,200,23-Jan-57,us US,1,Southern University and A&M College
1982,KCK,Ernie Grunfeld,SG,78.00,210,24-Apr-55,ro RO,4,Tennessee
1982,KCK,Reggie King,SF,78.00,225,14-Feb-57,us US,2,Alabama
1982,KCK,Kevin Loder,SF,78.00,205,15-Mar-59,us US,R,"Kentucky State University, Alabama State University"
1985,KCK,Billy Knight,SG,78.00,195,9-Jun-52,us US,10,Pitt
1985,KCK,Reggie Theus,SG,78.00,190,13-Oct-57,us US,6,UNLV
1985,LAC,Derek Smith,SG,78.00,205,1-Nov-61,us US,2,Louisville
1991,LAC,Ron Harper,SG,78.00,185,20-Jan-64,us US,4,Miami University
1992,LAC,Tony Brown,SF,78.00,185,29-Jul-60,us US,6,Arkansas
1992,LAC,Lanard Copeland,SG,78.00,190,16-Jul-65,us US,1,Georgia State University
1992,LAC,Ron Harper,SG,78.00,185,20-Jan-64,us US,5,Miami University
1994,LAC,Mark Aguirre,SF,78.00,232,10-Dec-59,us US,12,DePaul
1994,LAC,Ron Harper,SG,78.00,185,20-Jan-64,us US,7,Miami University
1998,LAC,Brent Barry,SG,78.00,185,31-Dec-71,us US,2,Oregon State
2001,LAC,Corey Maggette,SF,78.00,218,12-Nov-79,us US,1,Duke
2001,LAC,Tyrone Nesby,SG,78.00,225,31-Jan-76,us US,2,"Vincennes University, UNLV"
2001,LAC,Quentin Richardson,SG,78.00,223,13-Apr-80,us US,R,DePaul
2004,LAC,Corey Maggette,SF,78.00,218,12-Nov-79,us US,4,Duke
2004,LAC,Quentin Richardson,SG,78.00,223,13-Apr-80,us US,3,DePaul
2007,LAC,Doug Christie,SG,78.00,200,9-May-70,us US,14,Pepperdine
2007,LAC,Corey Maggette,SF,78.00,218,12-Nov-79,us US,7,Duke
2007,LAC,Quinton Ross,SG,78.00,195,30-Apr-81,us US,2,SMU
2008,LAC,Corey Maggette,SF,78.00,218,12-Nov-79,us US,8,Duke
2008,LAC,Quinton Ross,SG,78.00,195,30-Apr-81,us US,3,SMU
2010,LAC,Mardy Collins,SG,78.00,220,4-Aug-84,us US,3,Temple
2010,LAC,Ricky Davis,SF,78.00,195,23-Sep-79,us US,11,Iowa
2010,LAC,Kareem Rush,SG,78.00,215,30-Oct-80,us US,6,Missouri
2014,LAC,Reggie Bullock,SF,78.00,205,16-Mar-91,us US,R,UNC
2014,LAC,Jared Dudley,SF,78.00,237,10-Jul-85,us US,6,Boston College
2017,LAC,Alan Anderson,SF,78.00,220,16-Oct-82,us US,7,Michigan State
2008,MEM,Casey Jacobsen,SG,78.00,215,19-Mar-81,us US,3,Stanford
2008,MEM,Tarence Kinsey,SG,78.00,185,21-Mar-84,us US,1,South Carolina
2008,MEM,Jeremy Richardson,SF,78.00,185,1-Mar-84,us US,1,Delta State University
2011,MEM,DeMarre Carroll,PF,78.00,215,27-Jul-86,us US,1,"Vanderbilt, Missouri"
2011,MEM,Xavier Henry,SG,78.00,220,15-Mar-91,be BE,R,Kansas
2011,MEM,Greivis Vasquez,PG,78.00,217,16-Jan-87,ve VE,R,Maryland
2011,MEM,Sam Young,SF,78.00,220,1-Jun-85,us US,1,Pitt
2014,MEM,Nick Calathes,SG,78.00,213,7-Feb-89,us US,R,Florida
2015,MEM,Nick Calathes,SG,78.00,213,7-Feb-89,us US,1,Florida
2015,MEM,Vince Carter,SG,78.00,220,26-Jan-77,us US,16,UNC
2017,MEM,Vince Carter,SF,78.00,220,26-Jan-77,us US,18,UNC
2017,MEM,James Ennis III,SF,78.00,215,1-Jul-90,us US,2,Cal State Long Beach
2017,MEM,Andrew Harrison,PG,78.00,213,28-Oct-94,us US,R,Kentucky
2018,MEM,Dillon Brooks,SF,78.00,225,22-Jan-96,ca CA,R,Oregon
2018,MEM,James Ennis III,SF,78.00,215,1-Jul-90,us US,3,Cal State Long Beach
2018,MEM,Tyreke Evans,PG,78.00,220,19-Sep-89,us US,8,Memphis
2018,MEM,Andrew Harrison,PG,78.00,213,28-Oct-94,us US,1,Kentucky
2018,MEM,Myke Henry,SF,78.00,210,23-Dec-92,us US,R,DePaul
2020,MEM,Dillon Brooks,SG,78.00,225,22-Jan-96,ca CA,2,Oregon
2020,MEM,Jae Crowder,SF,78.00,235,6-Jul-90,us US,7,Marquette
2020,MEM,Marko Guduric,SG,78.00,201,8-Mar-95,rs RS,R,
2020,MEM,Solomon Hill,PF,78.00,226,18-Mar-91,us US,6,Arizona
2021,MEM,Dillon Brooks,SF,78.00,225,22-Jan-96,ca CA,3,Oregon
2021,MEM,Sean McDermott,SF,78.00,195,3-Nov-96,us US,R,Butler
2021,MEM,Justise Winslow,SF,78.00,222,26-Mar-96,us US,5,Duke
2023,MEM,Dillon Brooks,SF,78.00,225,22-Jan-96,ca CA,5,Oregon
2023,MEM,Danny Green,SG,78.00,215,22-Jun-87,us US,13,UNC
2024,MEM,Timmy Allen,SF,78.00,210,9-Jan-00,us US,R,"Utah, Texas"
2024,MEM,Lamar Stevens,PF,78.00,230,9-Jul-97,us US,3,Penn State
1982,NYK,Alex Bradley,SF,78.00,215,30-Oct-59,us US,R,Villanova
1982,NYK,Hollis Copeland,SF,78.00,180,20-Dec-55,us US,1,Rutgers University
1985,NYK,Ernie Grunfeld,SF,78.00,210,24-Apr-55,ro RO,7,Tennessee
1988,NYK,Gerald Wilkins,SG,78.00,185,11-Sep-63,us US,2,Chattanooga
1991,NYK,Gerald Wilkins,SG,78.00,185,11-Sep-63,us US,5,Chattanooga
1992,NYK,Gerald Wilkins,SG,78.00,185,11-Sep-63,us US,6,Chattanooga
1994,NYK,Rolando Blackman,SG,78.00,190,26-Feb-59,pa PA,12,Kansas State
1995,NYK,Doug Christie,SG,78.00,200,9-May-70,us US,2,Pepperdine
1995,NYK,Ron Grandison,PF,78.00,215,9-Jul-64,us US,2,"University of California, Irvine, New Orleans"
1998,NYK,Anthony Bowie,SG,78.00,190,9-Nov-63,us US,7,Oklahoma
1998,NYK,Allan Houston,SG,78.00,200,20-Apr-71,us US,4,Tennessee
1998,NYK,Chris Mills,SF,78.00,215,25-Jan-70,us US,4,"Kentucky, Arizona"
1998,NYK,Pete Myers,SG,78.00,180,15-Sep-63,us US,8,Little Rock
2001,NYK,Allan Houston,SG,78.00,200,20-Apr-71,us US,7,Tennessee
2004,NYK,Shandon Anderson,SG,78.00,208,31-Dec-73,us US,7,Georgia
2004,NYK,Allan Houston,SG,78.00,200,20-Apr-71,us US,10,Tennessee
2004,NYK,Clarence Weatherspoon,PF,78.00,240,8-Sep-70,us US,11,Southern Miss
2007,NYK,Mardy Collins,SF,78.00,220,4-Aug-84,us US,R,Temple
2007,NYK,Quentin Richardson,SF,78.00,223,13-Apr-80,us US,6,DePaul
2008,NYK,Mardy Collins,SG,78.00,220,4-Aug-84,us US,1,Temple
2008,NYK,Quentin Richardson,SF,78.00,223,13-Apr-80,us US,7,DePaul
2010,NYK,Henry Walker,SG,78.00,220,9-Oct-87,us US,1,Kansas State
2011,NYK,Henry Walker,SG,78.00,220,9-Oct-87,us US,2,Kansas State
2013,NYK,Quentin Richardson,SF,78.00,223,13-Apr-80,us US,12,DePaul
2013,NYK,J.R. Smith,SG,78.00,225,9-Sep-85,us US,8,
2014,NYK,J.R. Smith,SF,78.00,225,9-Sep-85,us US,9,
2017,NYK,Justin Holiday,SG,78.00,180,5-Apr-89,us US,3,Washington
2020,NYK,RJ Barrett,SG,78.00,214,14-Jun-00,ca CA,R,Duke
2020,NYK,Ignas Brazdeikis,SF,78.00,221,8-Jan-99,lt LT,R,Michigan
2020,NYK,Reggie Bullock,SG,78.00,205,16-Mar-91,us US,6,UNC
2023,NYK,RJ Barrett,SG,78.00,214,14-Jun-00,ca CA,3,Duke
2023,NYK,Evan Fournier,SG,78.00,205,29-Oct-92,fr FR,10,
1980,ATL,John Brown,SF,79.00,220,14-Dec-51,de DE,6,Missouri
1981,ATL,Craig Shelton,SF,79.00,210,1-May-57,us US,R,Georgetown
1982,ATL,Craig Shelton,SF,79.00,210,May 1 1957,us US,1,Georgetown
1982,ATL,Rudy Macklin,SF,79.00,205,February 19 1958,us US,R,LSU
1983,ATL,Rudy Macklin,SF,79.00,205,19-Feb-58,us US,1,LSU
1984,ATL,Sly Williams,SF,79.00,210,26-Jan-58,us US,4,Rhode Island
1985,ATL,Sly Williams,SF,79.00,210,January 26 1958,us US,5,Rhode Island
1986,ATL,Lorenzo Charles,SF,79.00,225,25-Nov-63,us US,R,NC State
1989,ATL,Duane Ferrell,SF,79.00,209,28-Feb-65,us US,R,Georgia Tech
1989,ATL,Pace Mannion,SF,79.00,190,22-Sep-60,us US,5,Utah
1990,ATL,Duane Ferrell,SF,79.00,209,28-Feb-65,us US,1,Georgia Tech
1991,ATL,Duane Ferrell,SF,79.00,209,February 28 1965,us US,2,Georgia Tech
1991,ATL,Trevor Wilson,PF,79.00,210,March 16 1968,us US,R,UCLA
1992,ATL,Duane Ferrell,SF,79.00,209,February 28 1965,us US,3,Georgia Tech
1993,ATL,Duane Ferrell,SF,79.00,209,28-Feb-65,us US,4,Georgia Tech
1994,ATL,Doug Edwards,PF,79.00,220,January 21 1971,us US,R,Florida State
1994,ATL,Duane Ferrell,SF,79.00,209,February 28 1965,us US,5,Georgia Tech
1995,ATL,Doug Edwards,PF,79.00,220,January 21 1971,us US,1,Florida State
1997,ATL,Darrin Hancock,SF,79.00,205,November 3 1971,us US,2,Kansas
1998,ATL,Chucky Brown,SF,79.00,214,February 29 1968,us US,8,NC State
2002,ATL,Ira Newble,SF,79.00,220,20-Jan-75,us US,1,Miami University
2002,ATL,Reggie Slater,PF,79.00,215,27-Aug-70,us US,6,Wyoming
2003,ATL,Darvin Ham,SG,79.00,220,23-Jul-73,us US,5,Texas Tech
2003,ATL,Glenn Robinson,SF,79.00,225,10-Jan-73,us US,8,Purdue
2003,ATL,Ira Newble,SF,79.00,220,20-Jan-75,us US,2,Miami University
2005,ATL,Donta Smith,SG,79.00,215,27-Nov-83,us US,R,Southeastern Illinois College
2006,ATL,Donta Smith,SG,79.00,215,27-Nov-83,us US,1,Southeastern Illinois College
2006,ATL,Joe Johnson,SG,79.00,240,29-Jun-81,us US,4,Arkansas
2007,ATL,Dijon Thompson,SF,79.00,195,February 23 1983,us US,1,UCLA
2007,ATL,Joe Johnson,SG,79.00,240,June 29 1981,us US,5,Arkansas
2008,ATL,Joe Johnson,SG,79.00,240,29-Jun-81,us US,6,Arkansas
2009,ATL,Joe Johnson,SG,79.00,240,29-Jun-81,us US,7,Arkansas
2010,ATL,Joe Johnson,SG,79.00,240,June 29 1981,us US,8,Arkansas
2011,ATL,Joe Johnson,SG,79.00,240,June 29 1981,us US,9,Arkansas
2011,ATL,Pape Sy,SF,79.00,225,April 5 1988,fr FR,R,
2012,ATL,Joe Johnson,SG,79.00,240,29-Jun-81,us US,10,Arkansas
2013,ATL,Kyle Korver,SF,79.00,212,March 17 1981,us US,9,Creighton
2013,ATL,Mike Scott,PF,79.00,237,July 16 1988,us US,R,Virginia
2014,ATL,Cartier Martin,SF,79.00,220,November 20 1984,us US,5,Kansas State
2014,ATL,James Nunnally,SF,79.00,208,July 14 1990,us US,R,UC Santa Barbara
2014,ATL,Kyle Korver,SG,79.00,212,March 17 1981,us US,10,Creighton
2014,ATL,Mike Scott,PF,79.00,237,July 16 1988,us US,1,Virginia
2014,ATL,Paul Millsap,PF,79.00,257,February 10 1985,us US,7,Louisiana Tech
2015,ATL,Kyle Korver,SG,79.00,212,17-Mar-81,us US,11,Creighton
2015,ATL,Mike Scott,PF,79.00,237,16-Jul-88,us US,2,Virginia
2015,ATL,Paul Millsap,PF,79.00,257,10-Feb-85,us US,8,Louisiana Tech
2016,ATL,Kyle Korver,SG,79.00,212,March 17 1981,us US,12,Creighton
2016,ATL,Mike Scott,PF,79.00,237,July 16 1988,us US,3,Virginia
2016,ATL,Paul Millsap,PF,79.00,257,February 10 1985,us US,9,Louisiana Tech
2017,ATL,Kyle Korver,SG,79.00,212,March 17 1981,us US,13,Creighton
2017,ATL,Mike Scott,PF,79.00,237,July 16 1988,us US,4,Virginia
2017,ATL,Paul Millsap,PF,79.00,257,February 10 1985,us US,10,Louisiana Tech
2018,ATL,Andrew White,SF,79.00,210,16-Jun-93,us US,R,"Nebraska, Syracuse"
2018,ATL,NicolAAAAAAAA!s Brussino,SF,79.00,195,2-Mar-93,ar AR,1,
2019,ATL,B.J. Johnson,SF,79.00,200,21-Dec-95,us US,R,"Syracuse, La Salle"
2019,ATL,Daniel Hamilton,SG,79.00,195,8-Aug-95,us US,1,UConn
2019,ATL,Kevin Huerter,SG,79.00,190,27-Aug-98,us US,R,Maryland
2020,ATL,Kevin Huerter,SG,79.00,190,August 27 1998,us US,1,Maryland
2021,ATL,Kevin Huerter,SG,79.00,190,27-Aug-98,us US,2,Maryland
2022,ATL,Kevin Huerter,SF,79.00,190,27-Aug-98,us US,3,Maryland
2022,ATL,Kevin Knox,SF,79.00,215,11-Aug-99,us US,3,Kentucky
2022,ATL,TimothAAAAAAAA(c) Luwawu-Cabarrot,SF,79.00,220,9-May-95,fr FR,5,
2023,ATL,Saddiq Bey,SF,79.00,215,April 9 1999,us US,2,Villanova
2024,ATL,Saddiq Bey,SF,79.00,215,9-Apr-99,us US,3,Villanova
1983,BOS,Scott Wedman,SF,79.00,215,29-Jul-52,us US,8,Colorado
1984,BOS,Scott Wedman,SF,79.00,215,July 29 1952,us US,9,Colorado
1985,BOS,Scott Wedman,SF,79.00,215,29-Jul-52,us US,10,Colorado
1986,BOS,David Thirdkill,PF,79.00,195,12-Apr-60,us US,3,Bradley
1986,BOS,Scott Wedman,SF,79.00,215,29-Jul-52,us US,11,Colorado
1986,BOS,Sly Williams,SF,79.00,210,26-Jan-58,us US,6,Rhode Island
1987,BOS,Conner Henry,SG,79.00,195,July 21 1963,us US,R,UC Santa Barbara
1987,BOS,David Thirdkill,SF,79.00,195,April 12 1960,us US,4,Bradley
1987,BOS,Scott Wedman,SF,79.00,215,July 29 1952,us US,12,Colorado
1988,BOS,Conner Henry,SG,79.00,195,21-Jul-63,us US,1,UC Santa Barbara
1988,BOS,Reggie Lewis,SG,79.00,195,21-Nov-65,us US,R,Northeastern University
1989,BOS,Reggie Lewis,SF,79.00,195,21-Nov-65,us US,1,Northeastern University
1990,BOS,Reggie Lewis,SG,79.00,195,November 21 1965,us US,2,Northeastern University
1991,BOS,Reggie Lewis,SG,79.00,195,November 21 1965,us US,3,Northeastern University
1992,BOS,Reggie Lewis,SG,79.00,195,21-Nov-65,us US,4,Northeastern University
1992,BOS,Rick Fox,SF,79.00,230,24-Jul-69,ca CA,R,UNC
1993,BOS,Reggie Lewis,SG,79.00,195,November 21 1965,us US,5,Northeastern University
1993,BOS,Rick Fox,SF,79.00,230,July 24 1969,ca CA,1,UNC
1993,BOS,Xavier McDaniel,PF,79.00,205,June 4 1963,us US,7,Wichita State
1994,BOS,Rick Fox,SF,79.00,230,July 24 1969,ca CA,2,UNC
1994,BOS,Xavier McDaniel,SF,79.00,205,June 4 1963,us US,8,Wichita State
1995,BOS,Rick Fox,SF,79.00,230,24-Jul-69,ca CA,3,UNC
1995,BOS,Tony Dawson,SF,79.00,215,25-Aug-67,us US,1,Florida State
1995,BOS,Xavier McDaniel,SF,79.00,205,4-Jun-63,us US,9,Wichita State
1996,BOS,Rick Fox,SF,79.00,230,24-Jul-69,ca CA,4,UNC
1997,BOS,Rick Fox,SF,79.00,230,July 24 1969,ca CA,5,UNC
1998,BOS,Bruce Bowen,SF,79.00,185,14-Jun-71,us US,1,Cal State Fullerton
1998,BOS,Ron Mercer,SG,79.00,210,18-May-76,us US,R,Kentucky
1999,BOS,Bruce Bowen,SF,79.00,185,14-Jun-71,us US,2,Cal State Fullerton
1999,BOS,Paul Pierce,SF,79.00,235,13-Oct-77,us US,R,Kansas
1999,BOS,Ron Mercer,SG,79.00,210,18-May-76,us US,1,Kentucky
2000,BOS,Calbert Cheaney,SG,79.00,209,July 17 1971,us US,6,Indiana
2000,BOS,Danny Fortson,PF,79.00,260,March 27 1976,us US,2,Cincinnati
2000,BOS,Paul Pierce,SF,79.00,235,October 13 1977,us US,1,Kansas
2001,BOS,Paul Pierce,SF,79.00,235,13-Oct-77,us US,2,Kansas
2002,BOS,Joe Johnson,SG,79.00,240,29-Jun-81,us US,R,Arkansas
2002,BOS,Kedrick Brown,SF,79.00,222,18-Mar-81,us US,R,Okaloosa-Walton Community College
2002,BOS,Paul Pierce,SG,79.00,235,13-Oct-77,us US,3,Kansas
2002,BOS,Rodney Rogers,SF,79.00,235,20-Jun-71,us US,8,Wake Forest
2003,BOS,Kedrick Brown,SF,79.00,222,March 18 1981,us US,1,Okaloosa-Walton Community College
2003,BOS,Paul Pierce,SG,79.00,235,October 13 1977,us US,4,Kansas
2004,BOS,Brandon Hunter,PF,79.00,260,24-Nov-80,us US,R,Ohio University
2004,BOS,JiAAAAAAAAAAAAAAAA Welsch,SG,79.00,208,27-Jan-80,cz CZ,1,
2004,BOS,Kedrick Brown,SF,79.00,222,18-Mar-81,us US,2,Okaloosa-Walton Community College
2004,BOS,Paul Pierce,SG,79.00,235,13-Oct-77,us US,5,Kansas
2005,BOS,JiAAAAAAAAAAAAAAAA Welsch,SG,79.00,208,27-Jan-80,cz CZ,2,
2005,BOS,Paul Pierce,SF,79.00,235,13-Oct-77,us US,6,Kansas
2006,BOS,Paul Pierce,SF,79.00,235,October 13 1977,us US,7,Kansas
2006,BOS,Ryan Gomes,PF,79.00,250,September 1 1982,us US,R,Providence
2006,BOS,Wally Szczerbiak,SF,79.00,244,March 5 1977,es ES,6,Miami University
2007,BOS,Paul Pierce,SG,79.00,235,October 13 1977,us US,8,Kansas
2007,BOS,Ryan Gomes,PF,79.00,250,September 1 1982,us US,1,Providence
2007,BOS,Wally Szczerbiak,SF,79.00,244,March 5 1977,es ES,7,Miami University
2008,BOS,Paul Pierce,SF,79.00,235,13-Oct-77,us US,9,Kansas
2009,BOS,Paul Pierce,SF,79.00,235,October 13 1977,us US,10,Kansas
2010,BOS,Marcus Landry,SF,79.00,230,November 1 1985,us US,R,Wisconsin
2010,BOS,Michael Finley,SF,79.00,215,March 6 1973,us US,14,Wisconsin
2010,BOS,Paul Pierce,SF,79.00,235,October 13 1977,us US,11,Kansas
2011,BOS,Paul Pierce,SF,79.00,235,13-Oct-77,us US,12,Kansas
2012,BOS,Paul Pierce,SF,79.00,235,October 13 1977,us US,13,Kansas
2013,BOS,Kris Joseph,SF,79.00,210,December 17 1988,ca CA,R,Syracuse
2013,BOS,Paul Pierce,SF,79.00,235,October 13 1977,us US,14,Kansas
2014,BOS,Gerald Wallace,SF,79.00,215,23-Jul-82,us US,12,Alabama
2015,BOS,Gerald Wallace,SF,79.00,215,23-Jul-82,us US,13,Alabama
2016,BOS,Coty Clarke,SF,79.00,232,July 4 1992,us US,R,Arkansas
2018,BOS,Gordon Hayward,SF,79.00,225,23-Mar-90,us US,7,Butler
2018,BOS,Jarell Eddie,SF,79.00,218,30-Oct-91,us US,2,Virginia Tech
2019,BOS,Gordon Hayward,PF,79.00,225,March 23 1990,us US,8,Butler
2020,BOS,Gordon Hayward,SF,79.00,225,23-Mar-90,us US,9,Butler
2024,BOS,Jordan Walsh,SF,79.00,205,3-Mar-04,us US,R,Arkansas
2024,BOS,Oshae Brissett,SF,79.00,210,20-Jun-98,ca CA,4,Syracuse
2024,BOS,Svi Mykhailiuk,SF,79.00,205,10-Jun-97,ua UA,5,Kansas
2013,BRK,Damion James,SF,79.00,225,7-Oct-87,us US,2,Texas
2013,BRK,Gerald Wallace,SF,79.00,215,23-Jul-82,us US,11,Alabama
2013,BRK,Joe Johnson,SG,79.00,240,29-Jun-81,us US,11,Arkansas
2013,BRK,Kris Joseph,SF,79.00,210,17-Dec-88,ca CA,R,Syracuse
2014,BRK,Joe Johnson,SG,79.00,240,June 29 1981,us US,12,Arkansas
2014,BRK,Paul Pierce,SF,79.00,235,October 13 1977,us US,15,Kansas
2014,BRK,Shaun Livingston,PG,79.00,192,September 11 1985,us US,8,
2015,BRK,Bojan Bogdanovi?,SF,79.00,226,April 18 1989,ba BA,R,
2015,BRK,Joe Johnson,SG,79.00,240,June 29 1981,us US,13,Arkansas
2015,BRK,Sergey Karasev,SG,79.00,208,October 26 1993,ru RU,1,
2016,BRK,Bojan Bogdanovi?,SF,79.00,226,18-Apr-89,ba BA,1,
2016,BRK,Joe Johnson,SF,79.00,240,29-Jun-81,us US,14,Arkansas
2016,BRK,Sergey Karasev,SF,79.00,208,26-Oct-93,ru RU,2,
2020,BRK,TimothAAAAAAAA(c) Luwawu-Cabarrot,SF,79.00,220,9-May-95,fr FR,3,
2022,BRK,James Johnson,PF,79.00,240,20-Feb-87,us US,12,Wake Forest
2022,BRK,Paul Millsap,C,79.00,257,10-Feb-85,us US,15,Louisiana Tech
2023,BRK,Dorian Finney-Smith,PF,79.00,220,4-May-93,us US,6,Florida
2005,CHA,Gerald Wallace,SF,79.00,215,July 23 1982,us US,3,Alabama
2006,CHA,Gerald Wallace,SF,79.00,215,23-Jul-82,us US,4,Alabama
2007,CHA,Gerald Wallace,SF,79.00,215,23-Jul-82,us US,5,Alabama
2008,CHA,Gerald Wallace,PF,79.00,215,July 23 1982,us US,6,Alabama
2009,CHA,Cartier Martin,SF,79.00,220,20-Nov-84,us US,R,Kansas State
2009,CHA,Gerald Wallace,SF,79.00,215,23-Jul-82,us US,7,Alabama
2010,CHA,Derrick Brown,SF,79.00,225,8-Sep-87,us US,R,Xavier
2010,CHA,Gerald Wallace,SF,79.00,215,23-Jul-82,us US,8,Alabama
